"active";"category_name";"reference";"name";"description";"price";"quantity";"picture_link"
1;"Maillots de bain";"CP40390m-M";"Maillot de bain mauve avec volant (Taille: M/38, Couleur: mauve)";"Maillot de bain 2 pièces comprenant un haut triangle avec mousse amovible, s''attache dans le cou et dans le dos pour un meilleur ajustement. Culotte assortie, s''attache sur les côtés. Composition: 90% Polyester - 10% Elasthane.'";"9.40";1;"http://www.chantefeuille.fr/3902-6241-thickbox/maillot-de-bain-mauve-avec-volant.jpg"
1;"Maillots de bain";"CP40390m-S";"Maillot de bain mauve avec volant (Taille: S/36, Couleur: mauve)";"Maillot de bain 2 pièces comprenant un haut triangle avec mousse amovible, s''attache dans le cou et dans le dos pour un meilleur ajustement. Culotte assortie, s''attache sur les côtés. Composition: 90% Polyester - 10% Elasthane.'";"9.40";2;"http://www.chantefeuille.fr/3902-6241-thickbox/maillot-de-bain-mauve-avec-volant.jpg"
1;"Maillots de bain";"D012c-M";"Jupe de plage ""Alessia"" corail (Taille: 36/40, Couleur: corail)";"Jupe de plage avec frange ""Alessia"" corail. Composition: 82% Nylon - 18% Elasthane. ";"16.20";4;"http://www.chantefeuille.fr/3800-6040-thickbox/jupe-de-plage-alessia-corail.jpg"
1;"Maillots de bain";"D012j-M";"Jupe de plage ""Alessia"" jaune (Taille: 36/40, Couleur: jaune)";"Jupe de plage avec frange ""Alessia"" jaune fluo. Composition: 82% Nylon - 18% Elasthane. ";"16.20";4;"http://www.chantefeuille.fr/3802-6042-thickbox/jupe-de-plage-alessia-jaune.jpg"
1;"Maillots de bain";"D012v-M";"Jupe de plage ""Alessia"" vert (Taille: 36/40, Couleur: vert)";"Jupe de plage avec frange ""Alessia"" vert fluo. Composition: 82% Nylon - 18% Elasthane. ";"16.20";4;"http://www.chantefeuille.fr/3801-6041-thickbox/jupe-de-plage-alessia-vert.jpg"
1;"Maillots de bain";"d76c-L";"Maillot de bain 2 pièces avec pois chair (Taille: L (40), Couleur: choco)";"Nouvelle Collection 2012. Maillot de bain 2 pièces, légèrement rembourré. Soutien gorge bandeau avec pois chair.� Superbe qualité. Composition: 82% Nylon - 18% Elasthane.";"10.00";0;"http://www.chantefeuille.fr/3815-thickbox/maillot-de-bain-2-pieces-avec-pois-chair.jpg"
1;"Maillots de bain";"d76c-M";"Maillot de bain 2 pièces avec pois chair (Taille: M (38), Couleur: choco)";"Nouvelle Collection 2012. Maillot de bain 2 pièces, légèrement rembourré. Soutien gorge bandeau avec pois chair.� Superbe qualité. Composition: 82% Nylon - 18% Elasthane.";"10.00";0;"http://www.chantefeuille.fr/3815-thickbox/maillot-de-bain-2-pieces-avec-pois-chair.jpg"
1;"Maillots de bain";"d76c-S";"Maillot de bain 2 pièces avec pois chair (Taille: S (36), Couleur: choco)";"Nouvelle Collection 2012. Maillot de bain 2 pièces, légèrement rembourré. Soutien gorge bandeau avec pois chair.� Superbe qualité. Composition: 82% Nylon - 18% Elasthane.";"10.00";1;"http://www.chantefeuille.fr/3815-thickbox/maillot-de-bain-2-pieces-avec-pois-chair.jpg"
1;"Maillots de bain 1 pièce";"D112leo-2XL";"Maillot de bain 1 pièce léopard avec froufrou (Taille: XXL (44-45), Couleur: léopard)";"Nouvelle Collection 2012. Maillot de bain 1 pièce léopard avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/3853-thickbox/maillot-de-bain-1-piece-leopard-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112leo-L";"Maillot de bain 1 pièce léopard avec froufrou (Taille: L (40), Couleur: léopard)";"Nouvelle Collection 2012. Maillot de bain 1 pièce léopard avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";0;"http://www.chantefeuille.fr/3853-thickbox/maillot-de-bain-1-piece-leopard-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112leo-XL";"Maillot de bain 1 pièce léopard avec froufrou (Taille: XL (42-43), Couleur: léopard)";"Nouvelle Collection 2012. Maillot de bain 1 pièce léopard avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";3;"http://www.chantefeuille.fr/3853-thickbox/maillot-de-bain-1-piece-leopard-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112r-2XL";"Maillot de bain 1 pièce rouge avec froufrou (Taille: XXL (44-45), Couleur: rouge)";"Nouvelle Collection 2012. Maillot de bain 1 pièce rouge avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";3;"http://www.chantefeuille.fr/3856-thickbox/maillot-de-bain-1-piece-rouge-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112r-L";"Maillot de bain 1 pièce rouge avec froufrou (Taille: L (40), Couleur: rouge)";"Nouvelle Collection 2012. Maillot de bain 1 pièce rouge avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";1;"http://www.chantefeuille.fr/3856-thickbox/maillot-de-bain-1-piece-rouge-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112r-XL";"Maillot de bain 1 pièce rouge avec froufrou (Taille: XL (42-43), Couleur: rouge)";"Nouvelle Collection 2012. Maillot de bain 1 pièce rouge avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/3856-thickbox/maillot-de-bain-1-piece-rouge-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112v-2XL";"Maillot de bain 1 pièce vert avec froufrou (Taille: XXL (44-45), Couleur: vert)";"Nouvelle Collection 2012. Maillot de bain 1 pièce vert d''eau avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.'";"12.00";2;"http://www.chantefeuille.fr/3857-thickbox/maillot-de-bain-1-piece-vert-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112v-L";"Maillot de bain 1 pièce vert avec froufrou (Taille: L (40), Couleur: vert)";"Nouvelle Collection 2012. Maillot de bain 1 pièce vert d''eau avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.'";"12.00";1;"http://www.chantefeuille.fr/3857-thickbox/maillot-de-bain-1-piece-vert-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"D112v-XL";"Maillot de bain 1 pièce vert avec froufrou (Taille: XL (42-43), Couleur: vert)";"Nouvelle Collection 2012. Maillot de bain 1 pièce vert d''eau avec froufrou, bonnet� légèrement rembourré. Bretelles amovibles. Composition: 82% Nylon - 18% Elasthane.'";"12.00";2;"http://www.chantefeuille.fr/3857-thickbox/maillot-de-bain-1-piece-vert-avec-froufrou.jpg"
1;"Maillots de bain 1 pièce";"d176-L";"Maillot de bain 1 pièce ""Frange"" (Taille: L/40, Couleur: rose)";"Maillot de de bain ""frange"". Se noue autour du cou et dans le dos pour un meilleur ajustement. Composition: 82% Nylon - 18% Elasthane.";"16.20";2;"http://www.chantefeuille.fr/3815-6055-thickbox/maillot-de-bain-1-piece-frange.jpg"
1;"Maillots de bain 1 pièce";"d176-M";"Maillot de bain 1 pièce ""Frange"" (Taille: M/38, Couleur: rose)";"Maillot de de bain ""frange"". Se noue autour du cou et dans le dos pour un meilleur ajustement. Composition: 82% Nylon - 18% Elasthane.";"16.20";5;"http://www.chantefeuille.fr/3815-6055-thickbox/maillot-de-bain-1-piece-frange.jpg"
1;"Maillots de bain 1 pièce";"d176-S";"Maillot de bain 1 pièce ""Frange"" (Taille: S/36, Couleur: rose)";"Maillot de de bain ""frange"". Se noue autour du cou et dans le dos pour un meilleur ajustement. Composition: 82% Nylon - 18% Elasthane.";"16.20";5;"http://www.chantefeuille.fr/3815-6055-thickbox/maillot-de-bain-1-piece-frange.jpg"
1;"Maillots de bain 1 pièce";"L9801c-2XL";"Maillot de bain 1 pièce ""Starlette"" café (Taille: 2XL/44, Couleur: café)";"Maillot de bain 1 pièce ""Starlette"" café. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";2;"http://www.chantefeuille.fr/3657-5878-thickbox/maillot-de-bain-1-piece-starlette-cafe.jpg"
1;"Maillots de bain 1 pièce";"L9801c-L";"Maillot de bain 1 pièce ""Starlette"" café (Taille: L/40, Couleur: café)";"Maillot de bain 1 pièce ""Starlette"" café. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";0;"http://www.chantefeuille.fr/3657-5878-thickbox/maillot-de-bain-1-piece-starlette-cafe.jpg"
1;"Maillots de bain 1 pièce";"L9801c-XL";"Maillot de bain 1 pièce ""Starlette"" café (Taille: XL/42, Couleur: café)";"Maillot de bain 1 pièce ""Starlette"" café. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";2;"http://www.chantefeuille.fr/3657-5878-thickbox/maillot-de-bain-1-piece-starlette-cafe.jpg"
1;"Maillots de bain 1 pièce";"L9801g-2XL";"Maillot de bain 1 pièce ""Starlette"" gris (Taille: 2XL/44, Couleur: gris)";;"12.90";2;"http://www.chantefeuille.fr/3658-5879-thickbox/maillot-de-bain-1-piece-starlette-gris.jpg"
1;"Maillots de bain 1 pièce";"L9801g-L";"Maillot de bain 1 pièce ""Starlette"" gris (Taille: L/40, Couleur: gris)";;"12.90";2;"http://www.chantefeuille.fr/3658-5879-thickbox/maillot-de-bain-1-piece-starlette-gris.jpg"
1;"Maillots de bain 1 pièce";"L9801g-XL";"Maillot de bain 1 pièce ""Starlette"" gris (Taille: XL/42, Couleur: gris)";;"12.90";4;"http://www.chantefeuille.fr/3658-5879-thickbox/maillot-de-bain-1-piece-starlette-gris.jpg"
1;"Maillots de bain 1 pièce";"L9801m-2XL";"Maillot de bain 1 pièce ""Starlette"" mauve (Taille: 2XL/44, Couleur: mauve)";"Maillot de bain 1 pièce ""Starlette"" mauve. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";2;"http://www.chantefeuille.fr/3659-5880-thickbox/maillot-de-bain-1-piece-starlette-mauve.jpg"
1;"Maillots de bain 1 pièce";"L9801m-L";"Maillot de bain 1 pièce ""Starlette"" mauve (Taille: L/40, Couleur: mauve)";"Maillot de bain 1 pièce ""Starlette"" mauve. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";1;"http://www.chantefeuille.fr/3659-5880-thickbox/maillot-de-bain-1-piece-starlette-mauve.jpg"
1;"Maillots de bain 1 pièce";"L9801m-XL";"Maillot de bain 1 pièce ""Starlette"" mauve (Taille: XL/42, Couleur: mauve)";"Maillot de bain 1 pièce ""Starlette"" mauve. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";4;"http://www.chantefeuille.fr/3659-5880-thickbox/maillot-de-bain-1-piece-starlette-mauve.jpg"
1;"Maillots de bain 1 pièce";"L9801n-2XL";"Maillot de bain 1 pièce ""Starlette"" noir (Taille: 2XL/44, Couleur: noir)";"Maillot de bain 1 pièce ""Starlette"" noir. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";2;"http://www.chantefeuille.fr/3656-5877-thickbox/maillot-de-bain-1-piece-starlette-noir.jpg"
1;"Maillots de bain 1 pièce";"L9801n-L";"Maillot de bain 1 pièce ""Starlette"" noir (Taille: L/40, Couleur: noir)";"Maillot de bain 1 pièce ""Starlette"" noir. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";3;"http://www.chantefeuille.fr/3656-5877-thickbox/maillot-de-bain-1-piece-starlette-noir.jpg"
1;"Maillots de bain 1 pièce";"L9801n-M";"Maillot de bain 1 pièce ""Starlette"" noir (Taille: M/38, Couleur: noir)";"Maillot de bain 1 pièce ""Starlette"" noir. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";2;"http://www.chantefeuille.fr/3656-5877-thickbox/maillot-de-bain-1-piece-starlette-noir.jpg"
1;"Maillots de bain 1 pièce";"L9801n-XL";"Maillot de bain 1 pièce ""Starlette"" noir (Taille: XL/42, Couleur: noir)";"Maillot de bain 1 pièce ""Starlette"" noir. Rembourré avec coque non amovible. Se noue autour du cou et dans le dos. Composition: 82% Nylon - 18% Elasthane.";"12.90";6;"http://www.chantefeuille.fr/3656-5877-thickbox/maillot-de-bain-1-piece-starlette-noir.jpg"
1;"Maillots de bain 1 pièce";"polah-2XL";"Maillot de bain 1pièce ""Pola"" (Taille: XXL/44, Couleur: marron)";"Maillot de bain 1 pièce ""Pola"". Rembourré avec fine coque amovible. Bretelles non réglable et non amovible. Composition: 80% Polyamide - 20% Elasthane.";"16.00";2;"http://www.chantefeuille.fr/3886-6200-thickbox/maillot-de-bain-1piece-pola.jpg"
1;"Maillots de bain 1 pièce";"polah-3XL";"Maillot de bain 1pièce ""Pola"" (Taille: 3XL/46, Couleur: marron)";"Maillot de bain 1 pièce ""Pola"". Rembourré avec fine coque amovible. Bretelles non réglable et non amovible. Composition: 80% Polyamide - 20% Elasthane.";"16.00";2;"http://www.chantefeuille.fr/3886-6200-thickbox/maillot-de-bain-1piece-pola.jpg"
1;"Maillots de bain 1 pièce";"polah-4XL";"Maillot de bain 1pièce ""Pola"" (Taille: 4XL/48, Couleur: marron)";"Maillot de bain 1 pièce ""Pola"". Rembourré avec fine coque amovible. Bretelles non réglable et non amovible. Composition: 80% Polyamide - 20% Elasthane.";"16.00";2;"http://www.chantefeuille.fr/3886-6200-thickbox/maillot-de-bain-1piece-pola.jpg"
1;"Maillots de bain 1 pièce";"polah-L";"Maillot de bain 1pièce ""Pola"" (Taille: L/40, Couleur: marron)";"Maillot de bain 1 pièce ""Pola"". Rembourré avec fine coque amovible. Bretelles non réglable et non amovible. Composition: 80% Polyamide - 20% Elasthane.";"16.00";2;"http://www.chantefeuille.fr/3886-6200-thickbox/maillot-de-bain-1piece-pola.jpg"
1;"Maillots de bain 1 pièce";"polah-XL";"Maillot de bain 1pièce ""Pola"" (Taille: XL/42, Couleur: marron)";"Maillot de bain 1 pièce ""Pola"". Rembourré avec fine coque amovible. Bretelles non réglable et non amovible. Composition: 80% Polyamide - 20% Elasthane.";"16.00";2;"http://www.chantefeuille.fr/3886-6200-thickbox/maillot-de-bain-1piece-pola.jpg"
1;"Maillots de bain sexy";"CP40306-l";"Maillot de bain sexy 1 pièce noir (Taille: L (40), Couleur: noir)";"Maillot de bain sexy une pièce dos nu, s''attache autour du cou. Très originale !!! Composition: 100% Polyester.'";"9.00";0;"http://www.chantefeuille.fr/3570-thickbox/maillot-de-bain-sexy-1-piece-noir.jpg"
1;"Maillots de bain sexy";"CP40306-m";"Maillot de bain sexy 1 pièce noir (Taille: M (38), Couleur: noir)";"Maillot de bain sexy une pièce dos nu, s''attache autour du cou. Très originale !!! Composition: 100% Polyester.'";"9.00";0;"http://www.chantefeuille.fr/3570-thickbox/maillot-de-bain-sexy-1-piece-noir.jpg"
1;"Maillots de bain sexy";"CP40306-s";"Maillot de bain sexy 1 pièce noir (Taille: S (36), Couleur: noir)";"Maillot de bain sexy une pièce dos nu, s''attache autour du cou. Très originale !!! Composition: 100% Polyester.'";"9.00";0;"http://www.chantefeuille.fr/3570-thickbox/maillot-de-bain-sexy-1-piece-noir.jpg"
1;"Maillots de bain sexy";"CP40309-l";"Maillot de bain sexy petit pois (Taille: L (40), Couleur: blanc)";"Magnifique maillot de bain �  pois composé de 2 pièces, un triangle avec une fine mousse amovible qui s''attache autour du cou et d''un string sexy avec son volant. Composition: 100% Polyester.'";"13.90";0;"http://www.chantefeuille.fr/3574-thickbox/maillot-de-bain-sexy-petit-pois.jpg"
1;"Maillots de bain sexy";"CP40309-m";"Maillot de bain sexy petit pois (Taille: M (38), Couleur: blanc)";"Magnifique maillot de bain �  pois composé de 2 pièces, un triangle avec une fine mousse amovible qui s''attache autour du cou et d''un string sexy avec son volant. Composition: 100% Polyester.'";"13.90";0;"http://www.chantefeuille.fr/3574-thickbox/maillot-de-bain-sexy-petit-pois.jpg"
1;"Maillots de bain sexy";"CP40309-s";"Maillot de bain sexy petit pois (Taille: S (36), Couleur: blanc)";"Magnifique maillot de bain �  pois composé de 2 pièces, un triangle avec une fine mousse amovible qui s''attache autour du cou et d''un string sexy avec son volant. Composition: 100% Polyester.'";"13.90";0;"http://www.chantefeuille.fr/3574-thickbox/maillot-de-bain-sexy-petit-pois.jpg"
1;"Maillots de bain sexy";"CP40320-1";"Maillot de bain sexy jaune avec volant (Taille: 36/40, Couleur: jaune)";"Maillot de bain jaune pâle avec cascade de volant. Ce maillot est composé d''un triangle qui s''attache autour du cou et au dos, et d''une culotte qui s''attache su les côtées. Composition: 100% Polyester.'";"11.40";0;"http://www.chantefeuille.fr/3577-thickbox/maillot-de-bain-sexy-jaune-avec-volant.jpg"
1;"Maillots de bain sexy";"CP4109-1";"Maillot de bain sexy triangle blanc avec bijoux (Taille: 36/40, Couleur: blanc)";"Maillot de bain sexy noir 2 pièces avec bijoux. Composé d''un triangle et de son string avec bijoux. Pas de doublure. Composition: 100% Polyester.'";"4.40";0;"http://www.chantefeuille.fr/3591-thickbox/maillot-de-bain-sexy-triangle-blanc-avec-bijoux.jpg"
1;"Maillots de bain sexy";"CP4109-2";"Maillot de bain sexy triangle noir avec bijoux (Taille: 36/40, Couleur: noir)";"Maillot de bain sexy noir 2 pièces avec bijoux. Composé d''un triangle et de son string avec bijoux. Pas de doublure. Composition: 100% Polyester.'";"4.40";0;"http://www.chantefeuille.fr/3592-thickbox/maillot-de-bain-sexy-triangle-noir-avec-bijoux.jpg"
1;"A_SUPP";"A_SUPP";"A_SUPP";"A_SUPP";0;0;
